id,experience_years,experience_band,technical_score,personality_score,communication_score,attentiveness_score,eye_contact_score,filler_ratio,avg_answer_seconds,grammar_score,confidence_score,tab_switches,window_blur_events,screenshot_attempted,device_detected,gaze_off_over_20s,camera_available,mic_available,english_only_violation,final_score,decision
1294,0.4,fresher,75,68,35,55,57,0.179,92,63,54,0,1,0,0,0,1,1,0,52,fail
1295,1.3,junior_professional,71,45,63,80,81,0.208,32,65,62,0,0,0,0,0,1,1,0,53,fail
1296,9.6,senior_professional,94,76,78,68,62,0.095,30,90,100,0,0,0,0,0,1,1,0,75,pass
1297,11.2,industry_veteran,73,63,25,74,42,0.108,83,59,53,0,0,0,0,0,1,1,0,52,fail
1298,3.7,mid_level_expert,97,84,100,100,100,0.088,67,83,77,0,1,0,0,0,1,1,0,92,fail
1299,0.7,fresher,100,64,100,73,98,0.132,78,92,86,0,0,0,0,0,1,1,0,74,fail
1300,2.1,junior_professional,62,50,63,77,51,0.142,76,70,63,0,0,0,0,0,1,1,0,50,fail
1301,7.4,senior_professional,48,46,36,43,47,0.198,47,44,33,0,0,0,0,0,1,1,0,40,fail
1302,13.8,industry_veteran,100,51,82,89,85,0.167,71,69,53,0,0,0,0,0,1,1,0,65,fail
1303,2.7,junior_professional,41,72,28,58,36,0.174,101,36,48,0,0,0,0,0,1,1,0,44,fail
1304,4.0,mid_level_expert,92,67,60,75,81,0.01,85,74,26,0,0,0,0,0,1,1,0,67,fail
1305,3.0,mid_level_expert,82,58,80,55,73,0.09,77,73,76,0,0,0,1,0,1,1,0,55,fail
1306,12.6,industry_veteran,72,42,51,81,64,0.169,29,66,70,0,1,0,0,0,1,1,0,53,fail
1307,5.4,mid_level_expert,65,100,74,85,83,0.164,121,71,72,0,0,0,0,0,1,1,0,63,fail
1308,1.9,junior_professional,90,96,81,86,97,0.165,28,83,55,0,0,0,0,0,1,1,0,69,fail
1309,3.7,mid_level_expert,63,43,53,58,63,0.141,31,50,88,0,0,0,0,0,1,1,0,56,fail
1310,10.9,industry_veteran,59,72,30,54,52,0.169,115,53,66,0,0,0,0,0,1,1,0,47,fail
1311,6.4,senior_professional,97,100,100,74,100,0.12,26,100,100,0,0,0,0,0,1,1,0,82,pass
1312,0.2,fresher,77,66,79,86,63,0.148,64,75,79,0,0,0,0,0,1,1,0,79,pass
1313,7.4,senior_professional,85,62,74,83,95,0.153,54,78,74,0,1,0,0,0,1,1,0,67,fail
1314,12.0,industry_veteran,77,100,86,100,94,0.153,33,100,82,0,0,0,0,0,1,1,0,79,pass
1315,11.0,industry_veteran,52,52,36,54,61,0.127,129,35,68,0,0,0,0,0,1,1,0,45,fail
1316,8.5,senior_professional,6,41,23,36,17,0.126,87,27,35,0,0,0,0,0,1,1,0,24,fail
1317,4.4,mid_level_expert,52,78,77,76,67,0.01,91,92,100,0,0,0,0,0,1,1,0,62,fail
1318,1.4,junior_professional,60,70,92,83,72,0.127,28,74,70,0,0,0,0,0,1,1,0,69,fail
1319,0.3,fresher,54,18,46,47,59,0.115,87,49,54,0,0,0,0,0,1,1,0,45,fail
1320,12.5,industry_veteran,58,20,23,53,39,0.175,102,53,44,0,1,0,0,0,1,1,0,28,fail
1321,2.3,junior_professional,84,84,70,94,55,0.039,118,82,61,0,0,0,0,0,1,1,0,81,pass
1322,6.6,senior_professional,22,22,45,27,50,0.189,74,45,26,0,0,0,0,0,1,1,0,7,fail
1323,13.9,industry_veteran,84,62,71,75,95,0.068,46,72,77,0,0,0,0,0,1,1,0,63,fail
1324,7.2,senior_professional,56,74,70,83,67,0.071,118,68,81,0,0,0,0,0,1,1,0,52,fail
1325,11.9,industry_veteran,73,53,62,57,49,0.01,109,39,66,0,0,0,0,0,1,1,0,67,fail
1326,6.7,senior_professional,88,62,96,100,70,0.166,109,78,75,0,0,0,0,0,1,1,0,61,fail
1327,0.1,fresher,91,100,100,97,100,0.125,90,97,96,0,0,0,0,0,1,1,0,87,pass
1328,13.4,industry_veteran,76,65,100,73,85,0.121,77,99,57,0,0,0,0,0,1,1,0,70,pass
1329,0.8,fresher,100,73,75,87,79,0.096,59,80,100,0,0,0,0,0,1,1,0,74,pass
1330,5.5,mid_level_expert,80,91,90,81,64,0.058,34,85,84,0,0,0,0,0,1,1,0,87,pass
1331,3.1,mid_level_expert,60,54,47,76,37,0.155,32,46,46,1,0,0,0,0,1,1,0,50,fail
1332,6.5,senior_professional,51,61,76,65,65,0.104,61,72,56,0,0,0,0,0,1,1,0,59,fail
1333,2.8,junior_professional,59,77,68,61,54,0.126,129,79,49,0,0,0,0,0,1,1,0,54,fail
1334,10.1,industry_veteran,73,96,71,66,70,0.225,75,51,64,0,0,0,0,0,1,1,0,66,fail
1335,5.4,mid_level_expert,95,90,67,100,54,0.01,81,81,48,0,0,0,0,0,1,1,0,85,pass
1336,0.6,fresher,53,79,33,65,47,0.23,115,59,85,0,0,0,0,0,1,1,0,51,fail
1337,8.9,senior_professional,39,46,64,55,70,0.095,109,82,48,0,0,0,0,0,1,1,0,38,fail
1338,4.1,mid_level_expert,45,49,49,62,53,0.144,123,48,49,0,0,0,0,0,1,1,0,41,fail
1339,14.7,industry_veteran,89,82,100,95,100,0.139,129,99,98,0,0,0,0,0,1,0,0,73,fail
1340,8.2,senior_professional,80,27,75,61,48,0.132,117,38,47,0,0,0,0,0,1,1,0,51,fail
1341,6.5,senior_professional,77,57,61,64,52,0.171,89,54,55,0,0,0,0,0,1,1,0,47,fail
1342,7.6,senior_professional,54,66,46,66,54,0.113,130,68,81,0,0,0,0,0,1,1,0,58,fail
1343,2.8,junior_professional,58,50,55,74,53,0.069,91,71,54,0,0,0,0,0,1,1,0,52,fail
1344,6.9,senior_professional,65,82,81,100,100,0.07,43,87,100,0,1,0,0,0,1,1,0,65,fail
1345,0.8,fresher,80,77,60,65,85,0.074,87,53,81,0,0,0,0,0,1,1,0,71,pass
1346,4.8,mid_level_expert,59,34,29,65,44,0.092,98,49,58,0,0,0,0,0,1,1,0,49,fail
1347,0.7,fresher,96,100,100,91,97,0.034,39,88,89,0,0,0,0,0,1,1,0,89,pass
1348,9.5,senior_professional,43,67,87,81,70,0.094,67,66,61,0,0,1,0,0,1,1,0,62,fail
1349,3.7,mid_level_expert,40,42,75,67,62,0.143,41,64,90,0,0,0,0,0,1,1,0,50,fail
1350,1.3,junior_professional,71,41,66,20,27,0.229,106,34,50,0,0,0,0,0,1,1,0,35,fail
1351,8.3,senior_professional,69,84,77,53,66,0.161,59,59,46,0,0,0,0,0,1,1,0,56,fail
1352,4.5,mid_level_expert,81,61,54,79,83,0.092,128,65,86,0,0,0,0,0,1,1,0,70,pass
1353,0.4,fresher,86,90,81,72,75,0.094,32,100,87,0,0,1,0,0,1,1,0,77,fail
1354,2.0,junior_professional,82,75,100,99,74,0.068,42,89,100,0,0,0,0,0,1,1,0,74,pass
1355,12.9,industry_veteran,93,97,82,84,94,0.084,111,75,80,0,0,0,0,0,1,1,0,87,pass
1356,1.6,junior_professional,77,90,99,80,100,0.081,87,100,87,0,0,0,0,0,1,1,1,77,fail
1357,2.9,junior_professional,100,95,72,75,94,0.014,81,94,80,1,0,0,0,0,1,1,0,72,fail
1358,2.5,junior_professional,16,22,36,28,41,0.189,52,34,34,0,0,0,0,0,1,1,0,7,fail
1359,8.1,senior_professional,56,94,36,62,69,0.24,107,41,53,0,0,0,0,0,1,1,0,50,fail
1360,13.4,industry_veteran,53,64,53,84,48,0.125,109,55,40,0,0,0,0,0,1,1,0,48,fail
1361,6.9,senior_professional,86,56,76,73,44,0.224,116,60,58,0,0,0,0,0,1,1,0,61,fail
1362,0.8,fresher,86,28,57,96,94,0.088,119,75,84,0,0,0,0,0,1,1,0,65,fail
1363,2.5,junior_professional,55,71,76,52,45,0.158,60,51,61,0,0,0,0,1,1,1,0,57,fail
1364,4.4,mid_level_expert,100,100,100,100,98,0.081,59,100,100,0,0,0,1,1,1,1,0,91,fail
1365,3.7,mid_level_expert,75,55,51,50,62,0.149,91,50,61,0,0,0,0,0,1,1,0,49,fail
1366,0.1,fresher,57,63,64,68,83,0.071,97,100,69,0,0,0,0,0,1,1,0,57,fail
1367,11.1,industry_veteran,65,59,53,42,41,0.139,45,56,57,0,0,0,0,0,1,1,0,53,fail
1368,8.3,senior_professional,33,54,54,42,42,0.263,123,59,34,0,0,0,0,0,1,1,0,35,fail
1369,6.2,senior_professional,57,54,69,56,53,0.147,117,75,51,0,0,0,0,0,1,1,0,45,fail
1370,6.3,senior_professional,71,75,91,59,49,0.139,97,64,59,0,0,0,0,0,1,1,0,65,fail
1371,10.9,industry_veteran,100,71,46,77,81,0.097,96,65,80,0,0,0,0,0,1,1,0,73,pass
1372,4.9,mid_level_expert,62,49,58,32,38,0.14,80,46,36,0,0,0,0,0,1,1,0,40,fail
1373,6.6,senior_professional,77,95,85,73,76,0.15,127,92,86,0,0,0,0,0,1,1,0,80,pass
1374,4.3,mid_level_expert,82,100,100,69,88,0.049,72,81,83,0,0,0,0,0,1,1,0,75,pass
1375,6.3,senior_professional,78,51,67,53,82,0.15,60,66,76,0,0,0,0,0,1,1,0,57,fail
1376,3.7,mid_level_expert,99,100,85,70,88,0.081,79,83,100,0,0,1,0,0,1,1,0,91,fail
1377,9.1,senior_professional,48,48,50,69,50,0.132,107,61,63,0,0,0,0,0,1,1,0,45,fail
1378,0.4,fresher,77,99,69,77,79,0.147,110,69,74,0,0,0,0,0,1,1,0,75,pass
1379,2.3,junior_professional,68,85,100,81,93,0.1,53,85,70,0,0,0,0,0,1,1,0,77,pass
1380,12.1,industry_veteran,47,24,46,35,48,0.081,95,37,70,0,0,0,0,0,1,1,0,41,fail
1381,9.3,senior_professional,70,69,33,76,65,0.18,35,69,85,0,0,0,0,0,1,1,0,48,fail
1382,5.2,mid_level_expert,83,54,73,71,74,0.068,30,55,54,0,0,0,0,0,1,1,0,61,fail
1383,11.8,industry_veteran,52,77,64,66,53,0.23,48,41,58,0,0,0,0,0,1,1,0,49,fail
1384,1.5,junior_professional,67,68,59,57,39,0.156,126,49,46,0,0,0,0,0,1,1,1,41,fail
1385,3.7,mid_level_expert,66,79,64,66,64,0.053,39,71,41,0,0,0,0,0,1,1,0,68,fail
1386,10.3,industry_veteran,96,97,66,89,90,0.138,82,97,100,0,0,0,0,0,1,1,0,78,pass
1387,4.5,mid_level_expert,78,100,81,76,83,0.069,48,100,73,0,0,0,0,0,1,1,0,72,pass
1388,2.4,junior_professional,87,78,87,96,54,0.093,110,65,68,0,0,0,0,0,1,1,0,76,pass
1389,0.6,fresher,77,75,97,93,88,0.099,72,58,100,0,0,0,0,0,1,1,0,73,pass
1390,0.1,fresher,45,48,44,35,46,0.082,47,37,55,0,0,0,0,0,1,1,0,45,fail
1391,13.8,industry_veteran,42,80,77,55,64,0.23,109,55,73,0,0,0,0,0,1,1,0,58,fail
1392,2.9,junior_professional,79,90,100,98,100,0.087,29,96,90,0,0,0,0,0,1,1,0,74,pass
1393,0.6,fresher,77,76,82,92,86,0.069,34,90,97,0,0,0,0,0,1,1,0,81,pass
1394,10.9,industry_veteran,90,79,66,88,80,0.125,65,81,95,0,0,0,0,0,1,1,0,86,pass
1395,0.8,fresher,47,43,65,40,73,0.2,101,64,50,0,0,0,0,0,1,1,0,46,fail
1396,4.0,mid_level_expert,28,36,50,51,63,0.113,112,50,29,0,0,0,0,0,1,1,0,38,fail
1397,3.3,mid_level_expert,34,42,55,74,57,0.133,36,66,60,0,0,0,0,0,1,1,0,37,fail
1398,2.8,junior_professional,96,68,81,100,74,0.123,68,66,55,0,0,0,0,0,1,1,0,77,pass
1399,7.9,senior_professional,93,81,96,100,81,0.033,76,100,74,0,0,0,0,0,1,1,0,85,pass
1400,1.9,junior_professional,94,100,95,100,83,0.158,105,74,98,0,0,0,1,0,1,1,0,90,fail
1401,14.7,industry_veteran,100,100,100,100,100,0.083,127,100,100,0,1,0,0,0,1,1,0,99,fail
1402,5.7,mid_level_expert,84,74,61,89,56,0.01,59,60,74,0,0,0,0,1,1,1,0,81,fail
1403,2.8,junior_professional,85,100,100,86,100,0.066,29,72,91,1,0,0,0,0,1,1,0,89,fail
1404,4.4,mid_level_expert,54,39,49,56,44,0.223,122,72,40,0,0,0,0,0,1,1,0,47,fail
1405,10.9,industry_veteran,53,98,94,83,84,0.069,43,85,98,0,0,0,0,0,1,1,0,85,pass
1406,2.0,junior_professional,67,59,91,100,80,0.112,37,55,61,1,0,0,0,0,1,1,0,63,fail
1407,0.7,fresher,100,99,87,100,100,0.093,78,100,96,0,0,0,0,0,1,1,0,95,pass
1408,0.7,fresher,32,52,39,45,42,0.117,106,44,69,0,0,0,0,0,1,1,0,34,fail
1409,2.3,junior_professional,66,52,56,36,49,0.171,45,55,36,0,1,0,0,0,1,1,0,43,fail
1410,1.9,junior_professional,69,92,94,83,84,0.107,55,94,73,0,0,0,0,0,1,1,0,72,pass
1411,1.6,junior_professional,58,68,57,81,63,0.124,125,56,83,0,0,0,0,0,1,1,0,54,fail
1412,7.1,senior_professional,100,88,93,100,100,0.139,25,93,90,1,0,0,0,0,0,1,0,90,fail
1413,0.6,fresher,73,86,98,78,63,0.152,44,77,59,0,0,0,0,0,1,1,0,63,fail
1414,10.2,industry_veteran,56,48,62,65,69,0.111,60,60,60,0,0,0,0,0,1,1,0,49,fail
1415,9.5,senior_professional,78,100,97,100,96,0.09,40,75,92,0,0,0,1,0,1,1,0,82,fail
1416,0.3,fresher,76,68,61,58,61,0.106,76,73,78,0,0,0,0,1,1,1,0,69,fail
1417,5.0,mid_level_expert,66,47,62,66,44,0.117,123,42,65,0,0,0,0,0,1,1,0,61,fail
1418,6.6,senior_professional,100,94,100,79,71,0.105,80,87,70,0,0,0,0,0,1,1,0,77,pass
1419,0.6,fresher,53,48,60,58,45,0.053,52,34,53,0,0,0,0,0,1,1,0,55,fail
1420,9.5,senior_professional,100,100,84,100,89,0.086,108,100,84,0,0,0,0,0,1,1,0,78,pass
1421,8.0,senior_professional,88,69,100,96,91,0.051,43,99,72,0,0,0,0,0,1,1,0,84,pass
1422,9.6,senior_professional,67,55,74,71,71,0.136,124,69,55,0,0,0,0,0,1,1,0,44,fail
1423,4.4,mid_level_expert,65,69,81,82,63,0.075,26,63,91,0,0,0,0,0,1,1,0,66,fail
1424,0.9,fresher,59,47,46,47,41,0.122,128,50,22,0,0,0,0,0,1,1,0,45,fail
1425,1.0,junior_professional,54,66,60,56,48,0.156,79,42,55,1,0,0,0,0,1,1,0,45,fail
1426,7.6,senior_professional,57,68,85,73,69,0.152,89,74,76,0,0,0,0,0,1,1,0,59,fail
1427,9.7,senior_professional,43,63,44,72,52,0.107,80,51,61,0,0,1,0,0,1,1,1,50,fail
1428,0.8,fresher,53,56,41,46,27,0.107,67,45,44,0,0,0,0,0,1,1,0,41,fail
1429,14.8,industry_veteran,71,77,78,81,79,0.136,29,73,71,0,0,0,0,0,1,1,0,71,pass
1430,6.4,senior_professional,50,68,45,52,64,0.01,36,69,64,0,1,0,0,0,1,1,0,60,fail
1431,0.9,fresher,62,78,62,69,77,0.104,88,67,74,0,0,0,0,0,1,1,0,52,fail
1432,0.4,fresher,84,65,62,72,88,0.107,63,58,86,0,0,0,0,0,1,1,0,67,fail
1433,0.6,fresher,57,50,64,52,33,0.165,90,53,65,0,0,0,0,0,1,1,0,58,fail
1434,5.2,mid_level_expert,65,66,65,62,62,0.111,50,56,36,0,0,0,0,0,1,1,0,54,fail
1435,0.4,fresher,54,38,37,61,28,0.105,81,43,59,0,0,0,0,0,1,1,0,29,fail
1436,2.1,junior_professional,83,69,71,61,67,0.187,70,29,53,0,0,0,0,0,1,1,0,47,fail
1437,10.8,industry_veteran,33,42,26,40,42,0.099,116,41,32,0,0,0,0,0,1,1,0,33,fail
1438,5.5,mid_level_expert,75,75,72,78,82,0.064,115,74,72,0,0,0,0,0,1,1,0,79,pass
1439,12.9,industry_veteran,41,54,49,38,61,0.131,77,54,57,0,0,0,0,0,1,1,0,47,fail
1440,5.1,mid_level_expert,68,41,80,56,63,0.168,85,58,57,0,0,0,0,0,1,1,0,60,fail
1441,2.2,junior_professional,75,61,63,60,73,0.206,73,71,59,0,0,0,0,0,1,1,0,63,fail
1442,10.9,industry_veteran,86,50,59,61,94,0.192,25,60,78,0,0,0,0,0,1,1,0,59,fail
1443,11.8,industry_veteran,80,86,97,80,73,0.103,94,91,63,0,0,0,0,0,1,1,0,82,pass
1444,8.0,senior_professional,89,76,69,100,81,0.13,129,72,99,0,0,0,0,0,1,1,0,67,fail
1445,0.0,fresher,100,91,100,100,100,0.192,69,100,78,0,0,0,0,0,1,1,0,90,pass
1446,14.6,industry_veteran,64,100,85,84,77,0.065,70,86,95,0,0,0,0,0,1,1,0,77,pass
1447,1.2,junior_professional,100,67,74,52,43,0.226,67,78,77,0,0,0,0,0,1,1,0,64,fail
1448,13.8,industry_veteran,86,35,76,84,59,0.136,109,81,66,0,0,0,0,0,1,1,0,59,fail
1449,12.3,industry_veteran,78,50,48,48,51,0.102,25,58,65,0,0,0,0,1,1,1,0,56,fail
1450,14.0,industry_veteran,75,54,67,68,67,0.142,119,60,64,0,0,0,0,0,1,1,0,70,pass
1451,7.0,senior_professional,67,84,86,53,62,0.134,105,83,69,0,0,0,0,0,1,1,0,70,pass
1452,7.6,senior_professional,96,81,77,56,82,0.08,55,77,67,0,0,0,0,0,1,1,0,72,pass
1453,3.7,mid_level_expert,56,50,59,58,70,0.193,32,47,78,0,0,0,0,0,1,1,0,58,fail
1454,0.0,fresher,91,84,80,100,100,0.049,87,76,100,0,0,0,0,0,0,1,0,86,fail
1455,12.9,industry_veteran,98,100,89,87,87,0.089,83,99,97,0,0,0,0,0,1,1,0,75,fail
1456,7.4,senior_professional,31,68,48,62,62,0.176,104,90,67,0,0,0,0,0,1,1,0,49,fail
1457,2.6,junior_professional,31,60,48,89,41,0.091,45,60,61,0,0,1,0,0,1,1,0,45,fail
1458,6.2,senior_professional,66,69,74,73,72,0.175,82,80,44,0,0,0,0,0,1,1,0,51,fail
1459,0.1,fresher,83,94,98,100,80,0.054,68,100,86,0,0,0,0,0,1,1,0,76,pass
1460,1.6,junior_professional,15,16,38,44,23,0.145,69,20,31,0,0,0,0,0,1,1,0,18,fail
1461,6.1,senior_professional,55,66,90,57,68,0.171,56,74,55,0,0,0,0,0,1,1,0,46,fail
1462,13.7,industry_veteran,74,65,45,76,53,0.092,79,63,73,0,0,0,0,0,1,1,0,56,fail
1463,0.2,fresher,83,41,88,53,59,0.155,93,71,76,1,0,0,0,0,1,1,0,60,fail
1464,1.7,junior_professional,70,96,86,93,70,0.108,48,48,90,0,0,0,0,0,1,1,0,73,pass
1465,10.4,industry_veteran,74,78,74,86,67,0.06,130,91,100,0,0,0,0,0,1,1,0,63,fail
1466,12.9,industry_veteran,55,61,63,79,67,0.16,116,35,40,0,0,1,0,0,1,1,0,45,fail
1467,11.3,industry_veteran,67,34,59,41,49,0.194,76,36,54,0,0,0,0,0,1,1,0,43,fail
1468,0.3,fresher,79,42,53,65,39,0.186,92,53,61,0,0,0,0,1,1,1,0,57,fail
1469,10.9,industry_veteran,47,63,41,54,57,0.142,90,73,67,0,0,0,0,0,1,1,0,50,fail
1470,12.8,industry_veteran,68,66,53,53,58,0.216,50,52,70,0,0,0,0,1,1,1,0,55,fail
1471,2.1,junior_professional,56,73,81,67,81,0.181,29,87,100,0,0,0,0,0,1,1,0,54,fail
1472,2.3,junior_professional,93,93,84,98,93,0.097,109,100,100,0,0,0,0,0,1,1,0,82,pass
1473,0.3,fresher,21,62,48,43,33,0.054,81,54,33,0,0,0,0,0,1,1,0,38,fail
1474,1.6,junior_professional,47,68,83,47,52,0.161,93,75,57,0,0,0,0,1,1,1,0,54,fail
1475,7.0,senior_professional,48,27,0,43,15,0.125,65,47,35,0,0,0,0,0,1,1,0,31,fail
1476,8.1,senior_professional,46,68,77,76,64,0.136,43,65,92,0,0,0,0,0,1,1,0,52,fail
1477,12.7,industry_veteran,90,81,78,81,57,0.102,82,90,85,0,0,0,0,0,1,1,0,77,pass
1478,2.4,junior_professional,89,83,98,84,92,0.137,117,92,96,0,0,1,0,0,1,1,0,83,fail
1479,1.7,junior_professional,62,27,59,56,57,0.153,41,46,69,0,0,0,0,0,1,1,0,39,fail
1480,13.7,industry_veteran,61,81,68,72,66,0.081,100,81,76,1,0,0,0,0,1,1,0,58,fail
1481,1.3,junior_professional,61,53,31,55,58,0.028,93,56,71,0,0,0,0,0,1,1,0,46,fail
1482,0.0,fresher,71,52,43,55,66,0.164,70,57,50,0,0,0,0,0,1,1,0,52,fail
1483,4.5,mid_level_expert,61,80,60,96,95,0.052,45,75,94,0,1,0,0,0,1,1,0,68,fail
1484,13.1,industry_veteran,66,74,75,77,73,0.01,95,76,92,0,0,0,0,0,1,1,0,84,pass
1485,2.6,junior_professional,75,79,98,90,86,0.136,89,94,77,0,0,0,0,0,1,1,0,65,pass
1486,14.3,industry_veteran,81,83,92,87,78,0.074,48,72,71,0,0,0,0,0,1,1,0,66,fail
1487,0.0,fresher,95,84,74,84,81,0.153,110,59,80,0,0,0,0,0,1,1,0,69,fail
1488,2.0,junior_professional,64,70,84,74,83,0.065,36,77,85,0,0,0,0,0,1,1,0,67,fail
1489,1.1,junior_professional,94,73,90,79,86,0.099,52,85,91,0,0,0,0,0,1,1,0,87,pass
1490,7.9,senior_professional,69,61,82,76,81,0.252,93,68,51,0,0,0,1,0,1,1,0,51,fail
1491,3.9,mid_level_expert,47,72,50,61,65,0.219,86,61,58,0,0,0,0,0,1,1,0,45,fail
1492,13.5,industry_veteran,45,70,47,59,46,0.139,37,60,58,0,1,0,0,0,1,1,0,47,fail
1493,4.9,mid_level_expert,65,63,39,49,66,0.182,73,44,61,0,0,0,0,0,1,1,0,36,fail
1494,2.2,junior_professional,63,79,66,66,79,0.228,110,82,59,0,0,0,0,0,1,1,0,45,fail
1495,10.9,industry_veteran,41,56,57,62,55,0.111,86,53,59,0,0,0,0,1,1,1,0,50,fail
1496,5.6,mid_level_expert,72,68,70,88,65,0.078,117,56,57,0,0,0,0,0,1,1,0,66,fail
1497,0.1,fresher,100,100,100,89,94,0.06,100,71,92,0,0,0,0,0,1,1,0,73,pass
1498,5.5,mid_level_expert,89,55,30,59,81,0.145,54,83,60,0,0,0,1,0,1,1,0,67,fail
1499,6.5,senior_professional,51,59,65,44,73,0.145,101,43,45,0,0,0,0,0,1,1,0,53,fail
1500,1.6,junior_professional,98,88,92,100,88,0.135,123,79,80,0,0,0,0,0,1,1,0,76,pass
1501,1.3,junior_professional,24,42,45,60,27,0.099,117,50,62,0,0,0,0,0,1,1,0,35,fail
1502,1.6,junior_professional,68,100,100,100,81,0.01,130,100,95,0,0,0,0,0,1,1,0,90,pass
1503,14.9,industry_veteran,100,100,73,71,85,0.01,104,97,78,0,0,0,0,1,1,1,0,92,fail
1504,0.2,fresher,70,83,75,76,74,0.035,101,70,68,0,0,0,0,0,1,1,0,73,pass
1505,9.9,senior_professional,100,88,100,100,98,0.067,31,100,100,0,0,0,0,0,1,1,0,95,pass
1506,14.0,industry_veteran,95,75,80,74,74,0.087,57,76,68,0,0,0,0,0,1,1,0,77,pass
1507,11.1,industry_veteran,98,81,83,100,84,0.109,45,100,82,0,0,0,0,0,1,1,0,87,pass
1508,10.5,industry_veteran,36,85,92,73,78,0.213,90,63,79,0,0,0,0,0,1,1,0,40,fail
1509,5.8,mid_level_expert,60,77,85,53,59,0.134,55,60,58,0,0,0,0,0,1,0,0,48,fail
1510,2.1,junior_professional,86,78,89,85,88,0.074,95,78,100,0,0,0,0,0,1,1,0,79,pass
1511,2.8,junior_professional,46,48,48,60,44,0.109,104,39,48,0,0,0,0,0,1,1,0,40,fail
1512,0.1,fresher,83,100,87,100,97,0.01,54,100,87,0,0,0,1,0,1,0,0,76,fail
1513,4.5,mid_level_expert,99,56,79,52,66,0.124,60,68,100,0,0,0,0,0,1,1,0,65,fail
1514,13.6,industry_veteran,100,84,100,99,87,0.128,29,100,98,0,0,0,0,0,1,1,0,98,pass
1515,5.3,mid_level_expert,37,38,25,53,35,0.106,106,48,60,0,0,0,0,0,1,1,0,31,fail
1516,12.9,industry_veteran,96,91,90,80,63,0.119,118,73,68,0,0,0,0,0,1,1,0,79,pass
1517,3.7,mid_level_expert,21,24,36,29,22,0.173,80,54,22,0,0,0,0,0,1,1,0,22,fail
1518,12.1,industry_veteran,74,86,100,97,76,0.112,96,100,87,0,0,0,0,0,1,1,0,96,pass
1519,8.7,senior_professional,75,78,66,59,83,0.23,44,62,67,0,0,0,0,0,1,1,0,57,fail
1520,0.5,fresher,84,72,59,74,58,0.142,71,78,85,0,0,0,0,0,1,1,0,75,pass
1521,11.5,industry_veteran,85,94,100,100,80,0.13,121,86,68,0,0,0,0,0,1,1,0,82,pass
1522,5.3,mid_level_expert,64,90,71,71,80,0.177,122,69,74,0,0,0,0,0,1,1,0,59,fail
1523,0.3,fresher,100,85,78,94,100,0.064,71,100,99,0,0,1,0,0,1,1,0,84,fail
1524,5.7,mid_level_expert,56,100,80,82,79,0.08,40,100,81,0,0,0,0,0,1,1,0,85,pass
1525,10.0,industry_veteran,96,76,77,99,100,0.079,118,100,85,0,0,0,0,0,1,1,0,77,pass
1526,11.3,industry_veteran,85,86,97,77,94,0.087,82,61,73,0,0,0,0,0,1,1,0,80,pass
1527,12.1,industry_veteran,71,35,82,80,59,0.101,36,70,46,0,0,0,0,0,1,1,0,67,fail
1528,5.0,mid_level_expert,50,67,47,73,74,0.211,38,75,73,0,1,0,0,0,1,1,0,46,fail
1529,3.9,mid_level_expert,31,39,27,50,44,0.139,105,52,24,0,0,0,0,0,1,1,0,37,fail
1530,2.6,junior_professional,71,39,63,58,64,0.144,129,59,88,0,1,0,0,1,1,1,0,56,fail
1531,3.1,mid_level_expert,81,87,78,94,76,0.082,127,98,88,0,0,0,0,1,1,1,0,84,fail
1532,10.7,industry_veteran,76,80,71,69,71,0.213,37,63,83,0,0,0,1,0,1,1,0,67,fail
1533,0.3,fresher,81,76,58,74,45,0.135,65,64,45,0,0,0,1,0,1,1,0,50,fail
1534,10.3,industry_veteran,100,93,100,100,74,0.089,33,92,91,0,0,0,0,0,1,1,0,98,pass
1535,0.8,fresher,93,67,52,64,76,0.115,71,68,48,0,0,0,0,0,1,1,0,73,pass
1536,0.8,fresher,67,63,57,60,70,0.167,121,64,73,0,0,0,0,0,1,1,0,55,fail
1537,1.1,junior_professional,92,79,86,100,87,0.032,42,84,90,0,0,0,0,0,1,1,0,85,pass
1538,5.6,mid_level_expert,100,73,88,86,83,0.035,39,83,94,0,0,0,0,0,1,1,0,88,pass
1539,0.7,fresher,61,37,65,64,49,0.106,43,62,41,0,0,0,0,0,1,1,0,48,fail
1540,4.2,mid_level_expert,39,48,49,67,69,0.147,123,52,50,0,0,0,0,0,1,1,0,42,fail
1541,1.9,junior_professional,48,81,60,59,53,0.053,94,70,65,0,0,0,0,0,1,1,0,52,fail
1542,9.6,senior_professional,73,79,88,70,78,0.055,38,100,80,0,0,0,0,0,1,1,0,65,fail
1543,13.7,industry_veteran,57,50,59,74,65,0.182,67,58,39,0,0,0,0,0,1,1,0,44,fail
1544,5.7,mid_level_expert,83,70,76,78,64,0.105,89,71,82,0,0,0,0,0,1,1,0,64,fail
1545,8.3,senior_professional,56,68,84,65,73,0.065,79,65,89,0,1,0,0,0,1,1,0,67,fail
1546,7.1,senior_professional,79,85,46,51,80,0.01,121,77,57,0,0,0,0,0,1,1,0,69,fail
1547,0.6,fresher,46,56,70,74,88,0.186,32,63,54,0,0,0,0,0,1,1,0,52,fail
1548,12.0,industry_veteran,83,88,82,99,100,0.014,123,79,94,0,0,0,1,0,1,1,0,76,fail
