id,role,experience_band,years_experience,focus_area,skill_topic,difficulty_level,question_text,question_family,skill_area
Q_01426,SQL Developer,junior_professional,1.0,technical,DBMS,hard,"For a SQL Developer with junior_professional experience, ask a hard architecture question about DBMS. Include practical constraints and evaluation points. Question id 1426.",architecture,DBMS
Q_01427,SQL Developer,junior_professional,1.1,technical,DBMS,hard,"For a SQL Developer with junior_professional experience, ask a hard architecture question about DBMS. Include practical constraints and evaluation points. Question id 1427.",architecture,DBMS
Q_01428,SQL Developer,junior_professional,1.1,technical,DBMS,hard,"For a SQL Developer with junior_professional experience, ask a hard conceptual question about DBMS. Include practical constraints and evaluation points. Question id 1428.",conceptual,DBMS
Q_01429,SQL Developer,junior_professional,2.7,technical,DBMS,hard,"For a SQL Developer with junior_professional experience, ask a hard architecture question about DBMS. Include practical constraints and evaluation points. Question id 1429.",architecture,DBMS
Q_01430,SQL Developer,junior_professional,2.8,technical,DBMS,hard,"For a SQL Developer with junior_professional experience, ask a hard architecture question about DBMS. Include practical constraints and evaluation points. Question id 1430.",architecture,DBMS
Q_01431,SQL Developer,junior_professional,2.6,technical,DBMS,hard,"For a SQL Developer with junior_professional experience, ask a hard architecture question about DBMS. Include practical constraints and evaluation points. Question id 1431.",architecture,DBMS
Q_01432,SQL Developer,junior_professional,2.9,personality,Stress handling,easy,"For a SQL Developer, ask a easy behavioral personality question about Stress handling. The answer should show examples, ownership, and reflection. Question id 1432.",behavioral,Communication
Q_01433,SQL Developer,junior_professional,1.6,personality,Collaboration,easy,"For a SQL Developer, ask a easy behavioral personality question about Collaboration. The answer should show examples, ownership, and reflection. Question id 1433.",behavioral,Communication
Q_01434,SQL Developer,junior_professional,2.2,personality,Openness to learning,easy,"For a SQL Developer, ask a easy behavioral personality question about Openness to learning. The answer should show examples, ownership, and reflection. Question id 1434.",behavioral,Communication
Q_01435,SQL Developer,junior_professional,2.8,personality,Communication,easy,"For a SQL Developer, ask a easy behavioral personality question about Communication. The answer should show examples, ownership, and reflection. Question id 1435.",behavioral,Communication
Q_01436,SQL Developer,junior_professional,1.4,personality,Stress handling,easy,"For a SQL Developer, ask a easy behavioral personality question about Stress handling. The answer should show examples, ownership, and reflection. Question id 1436.",behavioral,Communication
Q_01437,SQL Developer,junior_professional,2.1,personality,Attention to detail,easy,"For a SQL Developer, ask a easy behavioral personality question about Attention to detail. The answer should show examples, ownership, and reflection. Question id 1437.",behavioral,Communication
Q_01438,SQL Developer,junior_professional,2.1,personality,Collaboration,easy,"For a SQL Developer, ask a easy behavioral personality question about Collaboration. The answer should show examples, ownership, and reflection. Question id 1438.",behavioral,Communication
Q_01439,SQL Developer,junior_professional,2.1,personality,Openness to learning,easy,"For a SQL Developer, ask a easy behavioral personality question about Openness to learning. The answer should show examples, ownership, and reflection. Question id 1439.",behavioral,Communication
Q_01440,SQL Developer,junior_professional,1.2,personality,Attention to detail,easy,"For a SQL Developer, ask a easy behavioral personality question about Attention to detail. The answer should show examples, ownership, and reflection. Question id 1440.",behavioral,Communication
Q_01441,SQL Developer,junior_professional,1.8,personality,Attention to detail,medium,"For a SQL Developer, ask a medium behavioral personality question about Attention to detail. The answer should show examples, ownership, and reflection. Question id 1441.",behavioral,Communication
Q_01442,SQL Developer,junior_professional,2.2,personality,Attention to detail,medium,"For a SQL Developer, ask a medium behavioral personality question about Attention to detail. The answer should show examples, ownership, and reflection. Question id 1442.",behavioral,Communication
Q_01443,SQL Developer,junior_professional,2.1,personality,Stress handling,medium,"For a SQL Developer, ask a medium behavioral personality question about Stress handling. The answer should show examples, ownership, and reflection. Question id 1443.",behavioral,Communication
Q_01444,SQL Developer,junior_professional,2.0,personality,Attention to detail,medium,"For a SQL Developer, ask a medium behavioral personality question about Attention to detail. The answer should show examples, ownership, and reflection. Question id 1444.",behavioral,Communication
Q_01445,SQL Developer,junior_professional,1.6,personality,Openness to learning,medium,"For a SQL Developer, ask a medium behavioral personality question about Openness to learning. The answer should show examples, ownership, and reflection. Question id 1445.",behavioral,Communication
Q_01446,SQL Developer,junior_professional,1.4,personality,Openness to learning,medium,"For a SQL Developer, ask a medium behavioral personality question about Openness to learning. The answer should show examples, ownership, and reflection. Question id 1446.",behavioral,Communication
Q_01447,SQL Developer,junior_professional,2.6,personality,Communication,medium,"For a SQL Developer, ask a medium scenario personality question about Communication. The answer should show examples, ownership, and reflection. Question id 1447.",scenario,Communication
Q_01448,SQL Developer,junior_professional,2.6,personality,Openness to learning,medium,"For a SQL Developer, ask a medium behavioral personality question about Openness to learning. The answer should show examples, ownership, and reflection. Question id 1448.",behavioral,Communication
Q_01449,SQL Developer,junior_professional,2.1,personality,Openness to learning,medium,"For a SQL Developer, ask a medium scenario personality question about Openness to learning. The answer should show examples, ownership, and reflection. Question id 1449.",scenario,Communication
Q_01450,SQL Developer,junior_professional,2.3,personality,Stress handling,hard,"For a SQL Developer, ask a hard scenario personality question about Stress handling. The answer should show examples, ownership, and reflection. Question id 1450.",scenario,Communication
Q_01451,SQL Developer,junior_professional,1.7,personality,Collaboration,hard,"For a SQL Developer, ask a hard scenario personality question about Collaboration. The answer should show examples, ownership, and reflection. Question id 1451.",scenario,Communication
Q_01452,SQL Developer,junior_professional,1.2,personality,Collaboration,hard,"For a SQL Developer, ask a hard scenario personality question about Collaboration. The answer should show examples, ownership, and reflection. Question id 1452.",scenario,Communication
Q_01453,SQL Developer,junior_professional,2.6,personality,Communication,hard,"For a SQL Developer, ask a hard scenario personality question about Communication. The answer should show examples, ownership, and reflection. Question id 1453.",scenario,Communication
Q_01454,SQL Developer,junior_professional,2.9,personality,Collaboration,hard,"For a SQL Developer, ask a hard scenario personality question about Collaboration. The answer should show examples, ownership, and reflection. Question id 1454.",scenario,Communication
Q_01455,SQL Developer,junior_professional,1.4,personality,Collaboration,hard,"For a SQL Developer, ask a hard scenario personality question about Collaboration. The answer should show examples, ownership, and reflection. Question id 1455.",scenario,Communication
Q_01456,SQL Developer,junior_professional,1.4,personality,Stress handling,hard,"For a SQL Developer, ask a hard scenario personality question about Stress handling. The answer should show examples, ownership, and reflection. Question id 1456.",scenario,Communication
Q_01457,SQL Developer,junior_professional,1.0,personality,Communication,hard,"For a SQL Developer, ask a hard scenario personality question about Communication. The answer should show examples, ownership, and reflection. Question id 1457.",scenario,Communication
