question_id,question,topic,subtopic,difficulty,role,option_a,option_b,option_c,option_d,correct_answer,explanation,expected_time,experience_level
FED018,You're debugging: `const user = { name: 'John' }; console.log(user.age);`. It logs undefined. A teammate suggests: `if(user.age)` will catch this. Is this safe for production?,JavaScript,Truthy/Falsy & Safety,medium,Frontend Developer,"Yes, undefined is falsy, so it works","No, because age could legitimately be 0 or empty string, which are also falsy",Use typeof to check: `typeof user.age === 'undefined'`,Both B and C are correct,d,Checking truthiness fails if age is 0 (falsy but valid). Better: `user.hasOwnProperty('age')` or `typeof user.age === 'undefined'`.,38,2
FED019,What's the output of this closure: `const funcs = []; for(var i=0; i<3; i++) { funcs.push(() => console.log(i)); } funcs[0]();`?,JavaScript,Closures & Scope,medium,Frontend Developer,0,3,1,undefined,b,"`var` is function-scoped. All closures reference the same `i`, which is 3 after the loop. Use `let` instead for block scope (would print 0).",40,2
FED020,"A form submits data: `const data = { username: 'john', password: 'secret' };`. You need to send it to `/login`. What's the proper way?",JavaScript,Async Operations,medium,Frontend Developer,"Use `fetch('/login', { method: 'POST', body: JSON.stringify(data), headers: { 'Content-Type': 'application/json' } })`",Use XMLHttpRequest,Use jQuery $.post(),Use setTimeout to delay sending,a,"Modern standard: `fetch()` with POST, JSON stringify, and proper headers. XMLHttpRequest is legacy.",35,2
FED021,"A developer uses: `Promise.all([promise1, promise2, promise3])`. One promise rejects. What happens to the others?",JavaScript,Async Patterns,hard,Frontend Developer,All promises are cancelled immediately,"Promise.all rejects immediately, other promises continue running in background",Promise.all waits for all to settle,Error is silently caught,b,"`Promise.all` rejects on first rejection, but other promises still execute (can't be stopped). Use `Promise.allSettled()` if you need all results.",50,2-3
FED022,You're optimizing performance. A loop updates DOM 1000 times: `for(let i=0; i<1000; i++) { document.body.innerHTML += '<p>' + i + '</p>'; }`. What's wrong?,JavaScript,Performance,hard,Frontend Developer,"innerHTML is slow, should use appendChild instead","Each `+=` parses entire DOM, recreates it, reflows/repaints. O(n²) complexity. Use DocumentFragment or batch updates.",Loop is too fast,"Nothing, this is fine",b,"Each `innerHTML +=` causes full reparse and reflow. Fix: use DocumentFragment, push to array then innerHTML once, or use appendChild.",58,2-3
FED023,A function needs to handle errors gracefully: `async function fetchData() { const res = await fetch('/api/data'); return res.json(); }`. What's missing?,JavaScript,Error Handling,hard,Frontend Developer,Add try/catch for network errors and non-JSON responses,"Check `res.ok` and handle HTTP errors (404, 500, etc.)",Both A and B are needed,Code is complete,c,Need to catch network failures (try/catch) AND check HTTP status codes (res.ok). fetch doesn't reject on 404/500.,60,2-3
FED024,"You're debugging memory leaks in a long-running app. Event listeners are added in a function: `element.addEventListener('click', handler);`. They're never removed. What's the consequence?",JavaScript,Memory Management,hard,Frontend Developer,"No problem, browser cleans up automatically","Each call adds another listener, memory grows, performance degrades (memory leak)",Old listeners are overwritten,Listeners timeout after 1 hour,b,Repeated addEventListener without removeEventListener causes multiple listeners to stack. Solution: remove in cleanup or use `{ once: true }` option.,62,2-3
FED025,"What will render on screen: `function Component() { const [count, setCount] = React.useState(0); return <div>{count}</div>; }`?",React,State Basics,easy,Frontend Developer,1,0,undefined,Error,b,useState initializes count to 0. Component renders `<div>0</div>` on initial mount.,12,1
FED026,"When you call setState/setCount in React, what happens immediately?",React,State Updates,easy,Frontend Developer,"Component re-renders instantly, UI updates immediately",State updates are queued and batched; re-render happens later,"State is cached, requires page refresh",Nothing happens until onClick fires,b,React batches state updates for performance. setState is asynchronous. Component re-renders after state is updated.,18,1
FED027,Which is correct for conditional rendering: `{isLoggedIn ? <Dashboard /> : <Login />}`?,React,Conditional Rendering,easy,Frontend Developer,"Yes, ternary is standard","No, you must use if/else","No, use switch statements","No, use &&",a,Ternary operator is the standard pattern for if/else in JSX. `&&` is used for simple if-then (no else).,15,1
FED028,A list renders: `{items.map(item => <div key={item.id}>{item.name}</div>)}`. Why is `key` important?,React,Lists & Keys,easy,Frontend Developer,"It's just for debugging, not important","It helps React identify which items have changed, improving performance and preventing bugs",It's required by React syntax,It prevents rendering,b,"Keys help React match list items between renders. Without proper keys, reordering causes state/bugs. Never use index as key.",20,1
FED029,"You need to fetch data when component mounts: `useEffect(() => { fetchData(); }, [])`. What does the empty dependency array do?",React,Hooks - useEffect,medium,Frontend Developer,Effect runs every render,"Effect runs only once, when component mounts",Effect never runs,Effect runs based on state changes,b,Empty dependency array [] means effect runs once after initial render. Perfect for initialization. Non-empty array tracks specific dependencies.,32,2
FED030,"A component renders twice in development with same state. Why? `useEffect(() => { console.log('mounted'); }, []);`",React,React Strict Mode,medium,Frontend Developer,Bug in React,Strict Mode intentionally double-invokes effects to detect side effects,Component has state issue,useEffect syntax is wrong,b,React.StrictMode (dev only) double-invokes effects to expose side effects. This helps find bugs but doesn't happen in production.,38,2
FED031,Child component needs to inform parent of a click. How should it work?,React,Props & Callbacks,medium,Frontend Developer,Child calls parent function directly: `parent.handleClick()`,Parent passes callback as prop to child: `<Child onClick={handleClick} />`,Use global state/Context,Child modifies parent state directly,b,"Props flow down, callbacks flow up. Parent passes function as prop, child calls it. This is fundamental React data flow.",35,2
FED032,You write: `const memoComponent = React.memo(MyComponent);`. When does it skip re-render?,React,Performance Optimization,medium,Frontend Developer,Always skips re-render,Skips re-render if props are shallowly equal to previous props,"Never skips, just adds overhead",Only skips if state doesn't change,b,"React.memo does shallow comparison of props. If props haven't changed, component doesn't re-render. Helps avoid unnecessary renders.",40,2
FED033,A form has input: `<input value={text} onChange={(e) => setText(e.target.value)} />`. You delete all text but it won't clear. What's wrong?,React,Forms & Controlled Components,hard,Frontend Developer,Controlled component is broken,setText is not updating state (maybe due to event object issue),More likely: event object is pooled in synthetic events; need `e.preventDefault()` first,Browser won't let you clear input,b,"If text state isn't updating, check: 1) setText is called correctly, 2) e.target.value exists, 3) No middleware blocking state update. Could also be state initialization issue.",52,2-3
FED034,Component A has state `userData`. Component B needs it too. Both are siblings. How should you structure this?,React,State Management,hard,Frontend Developer,"Lift state up to parent component, pass as props to both",Use Context API or Redux for shared state,Make Component B access Component A's state directly,Duplicate state in both components,a,For shared state between siblings: lift to common parent and pass props. Context/Redux for deeply nested or global state. Direct access violates encapsulation.,55,2-3
FED035,"You're rendering a huge list of 10,000 items. It's laggy. What's the issue and fix?",React,List Rendering Performance,hard,Frontend Developer,React is slow with lists,"Rendering 10,000 DOM nodes is expensive; use virtualization (react-window, react-virtualized) to render only visible items",Add useCallback to every function,Use setTimeout to delay rendering,b,"Virtualization renders only visible portion of list. As user scrolls, off-screen items unmount. Massive performance gain for large lists.",58,2-3
FED036,"useEffect dependency array has a function: `useEffect(() => { doSomething(); }, [onCallback])`. onCallback is a new function each render. What happens?",React,Hooks - Dependencies,hard,Frontend Developer,Effect runs once,"Effect runs every render (function identity changes each time, doesn't match)",Effect is optimized automatically,No effect runs,b,Functions are objects. New function each render = new reference = dependency changed. Effect re-runs. Solution: wrap onCallback with useCallback.,62,3
FED037,What does 'UI_UX_Basics' cover in the context of frontend development?,UI_UX_Basics,Design Principles,easy,Frontend Developer,Using design tools like Figma,"Core principles: usability, accessibility, visual hierarchy, user feedback, responsive design",Only color theory,Database design,b,"UI/UX basics include accessibility (WCAG), usability testing, information architecture, visual feedback, and creating intuitive user experiences.",18,1
FED038,"A user clicks a button but nothing happens. From a UX perspective, what's missing?",UI_UX_Basics,User Feedback,easy,Frontend Developer,Button color is wrong,"No visual feedback (hover state, loading indicator, confirmation message)",Button needs text change,User is using wrong browser,b,"Good UX requires feedback: cursor change on hover, disabled state, loading spinner during async operations, success/error messages.",22,1
FED039,You're designing a sign-up form. What's the most important accessibility consideration?,UI_UX_Basics,Accessibility,easy,Frontend Developer,Make it colorful,"Associate labels with inputs, use semantic HTML, ensure keyboard navigation works",Use JavaScript animations,Make fonts very small,b,"Accessibility: semantic HTML (labels for inputs), keyboard support, sufficient color contrast, ARIA attributes, screen reader compatibility.",20,1
FED040,"What's visual hierarchy in UI design, and why matters?",UI_UX_Basics,Design Hierarchy,easy,Frontend Developer,Using many colors,"Arranging elements by importance (size, color, position) to guide user attention to key actions",Making everything the same size,Using only one font,b,"Visual hierarchy uses size, color, contrast, positioning to make important elements stand out. Guides users through content naturally.",19,1
FED041,A site works on desktop but mobile users complain about tiny text. What's the issue?,UI_UX_Basics,Responsive Design,medium,Frontend Developer,Mobile devices are just smaller,"Typography isn't responsive; text size doesn't scale for viewport, touch targets too small (min 44px), no viewport meta tag",Use JavaScript to detect mobile,Tell users to zoom in,b,"Responsive typography: use relative units (em, rem, clamp()), set viewport meta tag, ensure touch targets ≥44px, test on actual devices.",36,2
FED042,Users abandon checkout after entering payment info. What UX issue might cause this?,UI_UX_Basics,Conversion & Trust,medium,Frontend Developer,Prices are too high,"Lack of trust signals (no SSL/HTTPS visible), unclear security info, confusing form layout, surprise charges, no error messages",Website is too colorful,Users forgot password,b,"Checkout abandonment: poor form design (multi-step confusion), security concerns (no HTTPS badge), hidden fees, bad error handling, lack of trust signals.",40,2
FED043,You need to redesign a complex dashboard. What's the first step?,UI_UX_Basics,User Research,medium,Frontend Developer,Start coding immediately,"Conduct user research: interviews, surveys, usability tests to understand goals, pain points, workflows",Copy competitor designs,Ask the CEO what they like,b,"Good design starts with understanding users. Research reveals needs. Then: wireframes, prototypes, testing before implementation.",38,2
FED044,Color contrast ratio on a button is 2:1. Is this acceptable?,UI_UX_Basics,WCAG Compliance,hard,Frontend Developer,"Yes, any ratio works","No, WCAG AA requires 4.5:1 for text, 3:1 for large text. 2:1 fails accessibility standards.",Only matters for logos,Use contrast checker and adjust colors to meet WCAG AA or AAA,b,WCAG guidelines: text needs 4.5:1 (AA) or 7:1 (AAA) contrast ratio. Use tools like WebAIM contrast checker to verify.,50,2-3
FED045,You notice users click the wrong button often. The two buttons are similar in appearance. How should you fix this?,UI_UX_Basics,Error Prevention,hard,Frontend Developer,Make text bigger,"Use visual differentiation: primary button prominent (color, size), destructive button distinct (red). Add confirmation dialogs for critical actions.",Add more buttons,Blame users for not reading,b,"Prevent errors: primary action prominent (blue, larger), destructive actions warning color (red), confirmations for irreversible actions, undo options when possible.",52,2-3
